相对路径,文件名,格式,文件大小KB,像素宽度,像素高度,分辨率,纬度参考,纬度,经度参考,经度,海拔,拍摄日期,拍摄时间,拍摄时间戳,相机型号,光圈值,曝光时间,ISO,曝光补偿,焦距,测光模式,省份,城市,区县,是否是航拍,是否后期
/202508neimeng/0-后期/IMG_1730.jpeg,IMG_1730.jpeg,jpeg,228.5,1080,1620,300,,,,,,,,NaN,,,,,,,,,,,,
/202508neimeng/0-后期/IMG_1741 全景.jpeg,IMG_1741 全景.jpeg,jpeg,288.4,1920,856,300,N,43.275953,E,114.857153,1067.899877221659,2025:08:20,20:31:10,1755693070000,,2.8,13,6400,,6.367917315283645,,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1777 全景.jpeg,IMG_1777 全景.jpeg,jpeg,293.6,1920,810,300,,,,,,,,NaN,,,,,,,,,,,,
/202508neimeng/0-后期/IMG_1777-全景-缩星.jpeg,IMG_1777-全景-缩星.jpeg,jpeg,274.7,1920,810,300,N,43.275388,E,114.857230,1113.4000187685158,2025:08:20,21:03:42,1755695022000,,2.8,15,10000,,,,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1809-已增强-降噪.jpeg,IMG_1809-已增强-降噪.jpeg,jpeg,108.7,1080,720,240,N,43.275915,E,114.857105,1051.4,2025:08:20,21:31:18,1755696678000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1811-已增强-降噪.jpeg,IMG_1811-已增强-降噪.jpeg,jpeg,89.6,1080,720,240,N,43.275915,E,114.857105,1051.4,2025:08:20,21:32:25,1755696745000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1815-已增强-降噪.jpeg,IMG_1815-已增强-降噪.jpeg,jpeg,79.8,1080,720,240,N,43.276063,E,114.857197,1083.5,2025:08:20,21:35:24,1755696924000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1817-已增强-降噪.jpeg,IMG_1817-已增强-降噪.jpeg,jpeg,70.9,1080,720,240,N,43.275943,E,114.857088,1056.1,2025:08:20,21:39:21,1755697161000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1823-已增强-降噪.jpeg,IMG_1823-已增强-降噪.jpeg,jpeg,79.1,1080,720,240,N,43.276250,E,114.857058,1047.2,2025:08:20,21:52:29,1755697949000,Canon EOS 6D Mark II,2.8,10,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1826-已增强-降噪.jpeg,IMG_1826-已增强-降噪.jpeg,jpeg,86.8,1080,720,240,N,43.276245,E,114.857028,1043.3,2025:08:20,21:53:20,1755698000000,Canon EOS 6D Mark II,2.8,10,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1831-已增强-降噪.jpeg,IMG_1831-已增强-降噪.jpeg,jpeg,160.5,1080,720,240,N,43.276245,E,114.857028,1043.3,2025:08:20,21:55:01,1755698101000,Canon EOS 6D Mark II,2.8,10,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/IMG_1832-已增强-降噪.jpeg,IMG_1832-已增强-降噪.jpeg,jpeg,177.7,1080,720,240,N,43.276245,E,114.857028,1043.3,2025:08:20,21:55:17,1755698117000,Canon EOS 6D Mark II,2.8,10,10000,,16,5,内蒙古自治区,锡林郭勒盟,苏尼特左旗,,
/202508neimeng/0-后期/stack1.jpeg,stack1.jpeg,jpeg,75.5,1080,719,240,,,,,,,,NaN,,,,,,,,,,,,
/202508neimeng/0-后期/大红山-北极点/IMG_1144.jpeg,IMG_1144.jpeg,jpeg,76.2,1080,720,240,N,43.023350,E,111.647788,1127.3,2025:08:19,01:05:39,1755536739000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1145.jpeg,IMG_1145.jpeg,jpeg,75.3,1080,720,240,N,43.023350,E,111.647788,1127.3,2025:08:19,01:06:09,1755536769000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1146.jpeg,IMG_1146.jpeg,jpeg,77.0,1080,720,240,N,43.023350,E,111.647788,1127.3,2025:08:19,01:06:39,1755536799000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1147.jpeg,IMG_1147.jpeg,jpeg,77.0,1080,720,240,N,43.023350,E,111.647788,1127.3,2025:08:19,01:07:09,1755536829000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1148.jpeg,IMG_1148.jpeg,jpeg,77.8,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:07:39,1755536859000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1149.jpeg,IMG_1149.jpeg,jpeg,78.0,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:08:09,1755536889000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1150.jpeg,IMG_1150.jpeg,jpeg,78.2,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:08:39,1755536919000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1151.jpeg,IMG_1151.jpeg,jpeg,78.6,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:09:09,1755536949000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1152.jpeg,IMG_1152.jpeg,jpeg,78.4,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:09:39,1755536979000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1153.jpeg,IMG_1153.jpeg,jpeg,78.8,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:10:09,1755537009000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1154.jpeg,IMG_1154.jpeg,jpeg,80.5,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:10:39,1755537039000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1155.jpeg,IMG_1155.jpeg,jpeg,80.6,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:11:09,1755537069000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1156.jpeg,IMG_1156.jpeg,jpeg,80.8,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:11:39,1755537099000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1157.jpeg,IMG_1157.jpeg,jpeg,80.3,1080,720,240,N,43.023323,E,111.647697,1127,2025:08:19,01:12:09,1755537129000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1158.jpeg,IMG_1158.jpeg,jpeg,81.3,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:12:39,1755537159000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1159.jpeg,IMG_1159.jpeg,jpeg,82.0,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:13:09,1755537189000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1160.jpeg,IMG_1160.jpeg,jpeg,82.1,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:13:39,1755537219000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1161.jpeg,IMG_1161.jpeg,jpeg,82.0,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:14:09,1755537249000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1162.jpeg,IMG_1162.jpeg,jpeg,81.6,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:14:39,1755537279000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1163.jpeg,IMG_1163.jpeg,jpeg,82.9,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:15:09,1755537309000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1164.jpeg,IMG_1164.jpeg,jpeg,81.8,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:15:39,1755537339000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1165.jpeg,IMG_1165.jpeg,jpeg,82.1,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:16:09,1755537369000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1166.jpeg,IMG_1166.jpeg,jpeg,82.2,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:16:39,1755537399000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1167.jpeg,IMG_1167.jpeg,jpeg,81.7,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:17:09,1755537429000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1168.jpeg,IMG_1168.jpeg,jpeg,82.5,1080,720,240,N,43.023338,E,111.647700,1127,2025:08:19,01:17:39,1755537459000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1169.jpeg,IMG_1169.jpeg,jpeg,81.6,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:18:09,1755537489000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1170.jpeg,IMG_1170.jpeg,jpeg,81.7,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:18:39,1755537519000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1171.jpeg,IMG_1171.jpeg,jpeg,81.7,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:19:09,1755537549000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1172.jpeg,IMG_1172.jpeg,jpeg,81.2,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:19:39,1755537579000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1173.jpeg,IMG_1173.jpeg,jpeg,80.8,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:20:09,1755537609000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1174.jpeg,IMG_1174.jpeg,jpeg,81.2,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:20:39,1755537639000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1175.jpeg,IMG_1175.jpeg,jpeg,80.5,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:21:09,1755537669000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1176.jpeg,IMG_1176.jpeg,jpeg,81.1,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:21:39,1755537699000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1177.jpeg,IMG_1177.jpeg,jpeg,80.3,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:22:09,1755537729000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1178.jpeg,IMG_1178.jpeg,jpeg,80.5,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:22:39,1755537759000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1179.jpeg,IMG_1179.jpeg,jpeg,80.0,1080,720,240,N,43.023340,E,111.647710,1127,2025:08:19,01:23:09,1755537789000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1180.jpeg,IMG_1180.jpeg,jpeg,79.6,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:23:39,1755537819000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1181.jpeg,IMG_1181.jpeg,jpeg,79.8,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:24:09,1755537849000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1182.jpeg,IMG_1182.jpeg,jpeg,79.6,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:24:39,1755537879000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1183.jpeg,IMG_1183.jpeg,jpeg,79.2,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:25:09,1755537909000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1184.jpeg,IMG_1184.jpeg,jpeg,78.9,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:25:39,1755537939000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1185.jpeg,IMG_1185.jpeg,jpeg,79.9,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:26:09,1755537969000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1186.jpeg,IMG_1186.jpeg,jpeg,78.9,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:26:39,1755537999000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1187.jpeg,IMG_1187.jpeg,jpeg,79.5,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:27:09,1755538029000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1188.jpeg,IMG_1188.jpeg,jpeg,79.8,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:27:39,1755538059000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1189.jpeg,IMG_1189.jpeg,jpeg,80.6,1080,720,240,N,43.023298,E,111.647792,1127,2025:08:19,01:28:09,1755538089000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1190.jpeg,IMG_1190.jpeg,jpeg,79.3,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:28:39,1755538119000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1191.jpeg,IMG_1191.jpeg,jpeg,80.6,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:29:09,1755538149000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1192.jpeg,IMG_1192.jpeg,jpeg,80.5,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:29:39,1755538179000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1193.jpeg,IMG_1193.jpeg,jpeg,83.2,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:30:09,1755538209000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1194.jpeg,IMG_1194.jpeg,jpeg,82.0,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:30:39,1755538239000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1195.jpeg,IMG_1195.jpeg,jpeg,83.7,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:31:09,1755538269000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1196.jpeg,IMG_1196.jpeg,jpeg,83.7,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:31:39,1755538299000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1197.jpeg,IMG_1197.jpeg,jpeg,84.0,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:32:09,1755538329000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1198.jpeg,IMG_1198.jpeg,jpeg,84.1,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:32:39,1755538359000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1199.jpeg,IMG_1199.jpeg,jpeg,84.1,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:33:09,1755538389000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1200.jpeg,IMG_1200.jpeg,jpeg,84.8,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:33:39,1755538419000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1201.jpeg,IMG_1201.jpeg,jpeg,84.9,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:34:09,1755538449000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1202.jpeg,IMG_1202.jpeg,jpeg,84.5,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:34:39,1755538479000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1203.jpeg,IMG_1203.jpeg,jpeg,84.3,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:35:09,1755538509000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1204.jpeg,IMG_1204.jpeg,jpeg,85.0,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:35:39,1755538539000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1205.jpeg,IMG_1205.jpeg,jpeg,85.2,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:36:09,1755538569000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1206.jpeg,IMG_1206.jpeg,jpeg,84.7,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:36:39,1755538599000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1207.jpeg,IMG_1207.jpeg,jpeg,83.6,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:37:09,1755538629000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1208.jpeg,IMG_1208.jpeg,jpeg,84.3,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:37:39,1755538659000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1209.jpeg,IMG_1209.jpeg,jpeg,85.2,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:38:09,1755538689000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1210.jpeg,IMG_1210.jpeg,jpeg,85.4,1080,720,240,N,43.023318,E,111.647765,1121.2,2025:08:19,01:38:39,1755538719000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1211.jpeg,IMG_1211.jpeg,jpeg,85.0,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:39:09,1755538749000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1212.jpeg,IMG_1212.jpeg,jpeg,84.5,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:39:39,1755538779000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1213.jpeg,IMG_1213.jpeg,jpeg,83.4,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:40:09,1755538809000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1214.jpeg,IMG_1214.jpeg,jpeg,83.0,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:40:39,1755538839000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1215.jpeg,IMG_1215.jpeg,jpeg,82.8,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:41:09,1755538869000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1216.jpeg,IMG_1216.jpeg,jpeg,82.5,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:41:39,1755538899000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1217.jpeg,IMG_1217.jpeg,jpeg,81.7,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:42:09,1755538929000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1218.jpeg,IMG_1218.jpeg,jpeg,82.4,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:42:39,1755538959000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1219.jpeg,IMG_1219.jpeg,jpeg,83.6,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:43:09,1755538989000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1220.jpeg,IMG_1220.jpeg,jpeg,82.6,1080,720,240,N,43.023322,E,111.647725,1137,2025:08:19,01:43:39,1755539019000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1221.jpeg,IMG_1221.jpeg,jpeg,82.9,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:44:09,1755539049000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
/202508neimeng/0-后期/大红山-北极点/IMG_1222.jpeg,IMG_1222.jpeg,jpeg,82.1,1080,720,240,N,43.023357,E,111.647742,1134.2,2025:08:19,01:44:39,1755539079000,Canon EOS 6D Mark II,2.8,20,12800,,16,5,内蒙古自治区,乌兰察布市,四子王旗,,
