相对路径,文件名,格式,文件大小KB,像素宽度,像素高度,分辨率,纬度参考,纬度,经度参考,经度,海拔,拍摄日期,拍摄时间,拍摄时间戳,相机型号,光圈值,曝光时间,ISO,曝光补偿,焦距,测光模式,省份,城市,区县,是否是航拍,是否后期
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2867.jpeg,IMG_2867.jpeg,jpeg,81.2,1080,720,240,N,42.592315,E,116.368052,1360.5,2025:08:22,21:32:04,1755869524000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2868.jpeg,IMG_2868.jpeg,jpeg,81.0,1080,720,240,N,42.592388,E,116.367983,1368.9,2025:08:22,21:32:44,1755869564000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2869.jpeg,IMG_2869.jpeg,jpeg,80.9,1080,720,240,N,42.592322,E,116.368132,1373.2,2025:08:22,21:33:24,1755869604000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2870.jpeg,IMG_2870.jpeg,jpeg,81.6,1080,720,240,N,42.592360,E,116.368118,1356.8,2025:08:22,21:34:04,1755869644000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2871.jpeg,IMG_2871.jpeg,jpeg,80.5,1080,720,240,N,42.592347,E,116.368020,1365,2025:08:22,21:34:44,1755869684000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2872.jpeg,IMG_2872.jpeg,jpeg,80.8,1080,720,240,N,42.592330,E,116.368103,1354.5,2025:08:22,21:35:24,1755869724000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2873.jpeg,IMG_2873.jpeg,jpeg,81.0,1080,720,240,N,42.592338,E,116.368008,1371.4,2025:08:22,21:36:04,1755869764000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2874.jpeg,IMG_2874.jpeg,jpeg,80.6,1080,720,240,N,42.592393,E,116.367953,1361.6,2025:08:22,21:36:44,1755869804000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2875.jpeg,IMG_2875.jpeg,jpeg,80.6,1080,720,240,N,42.592288,E,116.368148,1372.3,2025:08:22,21:37:24,1755869844000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2876.jpeg,IMG_2876.jpeg,jpeg,80.8,1080,720,240,N,42.592315,E,116.368117,1375.9,2025:08:22,21:38:04,1755869884000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2877.jpeg,IMG_2877.jpeg,jpeg,80.5,1080,720,240,N,42.592287,E,116.368107,1370.9,2025:08:22,21:38:44,1755869924000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2878.jpeg,IMG_2878.jpeg,jpeg,79.5,1080,720,240,N,42.592320,E,116.368078,1376.9,2025:08:22,21:39:24,1755869964000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2879.jpeg,IMG_2879.jpeg,jpeg,78.9,1080,720,240,N,42.592318,E,116.368157,1360.9,2025:08:22,21:40:04,1755870004000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2880.jpeg,IMG_2880.jpeg,jpeg,78.8,1080,720,240,N,42.592355,E,116.368022,1362.7,2025:08:22,21:40:44,1755870044000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2881.jpeg,IMG_2881.jpeg,jpeg,78.7,1080,720,240,N,42.592328,E,116.368097,1370.5,2025:08:22,21:41:24,1755870084000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2882.jpeg,IMG_2882.jpeg,jpeg,78.9,1080,720,240,N,42.592390,E,116.368042,1359.2,2025:08:22,21:42:04,1755870124000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2883.jpeg,IMG_2883.jpeg,jpeg,78.9,1080,720,240,N,42.592357,E,116.368042,1360.8,2025:08:22,21:42:44,1755870164000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2884.jpeg,IMG_2884.jpeg,jpeg,78.7,1080,720,240,N,42.592362,E,116.367993,1360.2,2025:08:22,21:43:24,1755870204000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2885.jpeg,IMG_2885.jpeg,jpeg,78.2,1080,720,240,N,42.592347,E,116.368020,1368.2,2025:08:22,21:44:04,1755870244000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2886.jpeg,IMG_2886.jpeg,jpeg,77.9,1080,720,240,N,42.592357,E,116.368080,1366.2,2025:08:22,21:44:44,1755870284000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2887.jpeg,IMG_2887.jpeg,jpeg,78.7,1080,720,240,N,42.592353,E,116.368028,1370.5,2025:08:22,21:45:24,1755870324000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2888.jpeg,IMG_2888.jpeg,jpeg,78.3,1080,720,240,N,42.592365,E,116.368015,1362.3,2025:08:22,21:46:04,1755870364000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2889.jpeg,IMG_2889.jpeg,jpeg,78.8,1080,720,240,N,42.592317,E,116.368150,1358.9,2025:08:22,21:46:44,1755870404000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2890.jpeg,IMG_2890.jpeg,jpeg,78.6,1080,720,240,N,42.592370,E,116.368002,1357.3,2025:08:22,21:47:24,1755870444000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2891.jpeg,IMG_2891.jpeg,jpeg,77.5,1080,720,240,N,42.592347,E,116.368037,1359.8,2025:08:22,21:48:04,1755870484000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2892.jpeg,IMG_2892.jpeg,jpeg,77.9,1080,720,240,N,42.592397,E,116.367987,1364.4,2025:08:22,21:48:44,1755870524000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2893.jpeg,IMG_2893.jpeg,jpeg,77.6,1080,720,240,N,42.592282,E,116.368080,1366.9,2025:08:22,21:49:24,1755870564000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2894.jpeg,IMG_2894.jpeg,jpeg,77.6,1080,720,240,N,42.592360,E,116.368135,1361.1,2025:08:22,21:50:04,1755870604000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2895.jpeg,IMG_2895.jpeg,jpeg,78.4,1080,720,240,N,42.592348,E,116.368060,1368.6,2025:08:22,21:50:44,1755870644000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2896.jpeg,IMG_2896.jpeg,jpeg,78.9,1080,720,240,N,42.592320,E,116.368057,1366.3,2025:08:22,21:51:24,1755870684000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2897.jpeg,IMG_2897.jpeg,jpeg,78.7,1080,720,240,N,42.592325,E,116.368152,1392.4,2025:08:22,21:52:04,1755870724000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2898.jpeg,IMG_2898.jpeg,jpeg,78.0,1080,720,240,N,42.592382,E,116.368092,1366.8,2025:08:22,21:52:44,1755870764000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2899.jpeg,IMG_2899.jpeg,jpeg,77.6,1080,720,240,N,42.592340,E,116.368077,1374.6,2025:08:22,21:53:24,1755870804000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2900.jpeg,IMG_2900.jpeg,jpeg,76.7,1080,720,240,N,42.592340,E,116.368065,1354,2025:08:22,21:54:04,1755870844000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2901.jpeg,IMG_2901.jpeg,jpeg,77.4,1080,720,240,N,42.592375,E,116.368158,1381.9,2025:08:22,21:54:44,1755870884000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2902.jpeg,IMG_2902.jpeg,jpeg,76.7,1080,720,240,N,42.592368,E,116.368070,1380.4,2025:08:22,21:55:24,1755870924000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2903.jpeg,IMG_2903.jpeg,jpeg,76.4,1080,720,240,N,42.592303,E,116.368102,1355.1,2025:08:22,21:56:04,1755870964000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2904.jpeg,IMG_2904.jpeg,jpeg,76.6,1080,720,240,N,42.592393,E,116.367897,1349.5,2025:08:22,21:56:44,1755871004000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2905.jpeg,IMG_2905.jpeg,jpeg,76.2,1080,720,240,N,42.592363,E,116.368105,1355.1,2025:08:22,21:57:24,1755871044000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2906.jpeg,IMG_2906.jpeg,jpeg,76.3,1080,720,240,N,42.592318,E,116.368003,1359.5,2025:08:22,21:58:04,1755871084000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2907.jpeg,IMG_2907.jpeg,jpeg,76.1,1080,720,240,N,42.592373,E,116.368010,1358.8,2025:08:22,21:58:44,1755871124000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2908.jpeg,IMG_2908.jpeg,jpeg,77.5,1080,720,240,N,42.592332,E,116.368020,1361.7,2025:08:22,21:59:24,1755871164000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2909.jpeg,IMG_2909.jpeg,jpeg,77.4,1080,720,240,N,42.592348,E,116.367998,1367.6,2025:08:22,22:00:04,1755871204000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2910.jpeg,IMG_2910.jpeg,jpeg,75.4,1080,720,240,N,42.592290,E,116.368118,1366.2,2025:08:22,22:00:44,1755871244000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2911.jpeg,IMG_2911.jpeg,jpeg,75.9,1080,720,240,N,42.592433,E,116.368113,1364.7,2025:08:22,22:01:24,1755871284000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2912.jpeg,IMG_2912.jpeg,jpeg,75.5,1080,720,240,N,42.592337,E,116.368037,1371.1,2025:08:22,22:02:04,1755871324000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2913.jpeg,IMG_2913.jpeg,jpeg,76.1,1080,720,240,N,42.592270,E,116.368150,1378.3,2025:08:22,22:02:44,1755871364000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2914.jpeg,IMG_2914.jpeg,jpeg,76.6,1080,720,240,N,42.592362,E,116.368118,1385,2025:08:22,22:03:24,1755871404000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2915.jpeg,IMG_2915.jpeg,jpeg,76.3,1080,720,240,N,42.592340,E,116.368068,1367.2,2025:08:22,22:04:04,1755871444000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2916.jpeg,IMG_2916.jpeg,jpeg,76.0,1080,720,240,N,42.592328,E,116.368178,1378.9,2025:08:22,22:04:44,1755871484000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2917.jpeg,IMG_2917.jpeg,jpeg,75.3,1080,720,240,N,42.592283,E,116.367975,1370.7,2025:08:22,22:05:24,1755871524000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2918.jpeg,IMG_2918.jpeg,jpeg,76.1,1080,720,240,N,42.592325,E,116.368067,1358.5,2025:08:22,22:06:04,1755871564000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2919.jpeg,IMG_2919.jpeg,jpeg,76.2,1080,720,240,N,42.592298,E,116.368077,1374.6,2025:08:22,22:06:44,1755871604000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2920.jpeg,IMG_2920.jpeg,jpeg,76.5,1080,720,240,N,42.592298,E,116.368102,1376.2,2025:08:22,22:07:24,1755871644000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2921.jpeg,IMG_2921.jpeg,jpeg,75.9,1080,720,240,N,42.592307,E,116.368077,1369.2,2025:08:22,22:08:04,1755871684000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2922.jpeg,IMG_2922.jpeg,jpeg,76.2,1080,720,240,N,42.592330,E,116.368062,1362.9,2025:08:22,22:08:44,1755871724000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2923.jpeg,IMG_2923.jpeg,jpeg,76.6,1080,720,240,N,42.592352,E,116.367995,1366.9,2025:08:22,22:09:24,1755871764000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2924.jpeg,IMG_2924.jpeg,jpeg,76.2,1080,720,240,N,42.592390,E,116.368067,1365.1,2025:08:22,22:10:04,1755871804000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2925.jpeg,IMG_2925.jpeg,jpeg,75.7,1080,720,240,N,42.592302,E,116.367948,1366.4,2025:08:22,22:10:44,1755871844000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2926.jpeg,IMG_2926.jpeg,jpeg,76.0,1080,720,240,N,42.592330,E,116.368045,1367.8,2025:08:22,22:11:24,1755871884000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2927.jpeg,IMG_2927.jpeg,jpeg,77.1,1080,720,240,N,42.592413,E,116.368037,1369.4,2025:08:22,22:12:04,1755871924000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2928.jpeg,IMG_2928.jpeg,jpeg,77.4,1080,720,240,N,42.592370,E,116.367962,1361.3,2025:08:22,22:12:44,1755871964000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2929.jpeg,IMG_2929.jpeg,jpeg,78.2,1080,720,240,N,42.592348,E,116.368000,1372.2,2025:08:22,22:13:24,1755872004000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2930.jpeg,IMG_2930.jpeg,jpeg,79.0,1080,720,240,N,42.592307,E,116.368110,1366,2025:08:22,22:14:04,1755872044000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2931.jpeg,IMG_2931.jpeg,jpeg,78.9,1080,720,240,N,42.592340,E,116.368008,1376.2,2025:08:22,22:14:44,1755872084000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2932.jpeg,IMG_2932.jpeg,jpeg,79.2,1080,720,240,N,42.592372,E,116.368088,1371,2025:08:22,22:15:24,1755872124000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2933.jpeg,IMG_2933.jpeg,jpeg,79.2,1080,720,240,N,42.592257,E,116.368040,1380.4,2025:08:22,22:16:04,1755872164000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2934.jpeg,IMG_2934.jpeg,jpeg,79.4,1080,720,240,N,42.592397,E,116.368052,1367,2025:08:22,22:16:44,1755872204000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2935.jpeg,IMG_2935.jpeg,jpeg,79.4,1080,720,240,N,42.592367,E,116.368072,1371.3,2025:08:22,22:17:24,1755872244000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2936.jpeg,IMG_2936.jpeg,jpeg,78.8,1080,720,240,N,42.592377,E,116.368013,1364.4,2025:08:22,22:18:04,1755872284000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2937.jpeg,IMG_2937.jpeg,jpeg,77.9,1080,720,240,N,42.592455,E,116.368088,1379.8,2025:08:22,22:18:44,1755872324000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2938.jpeg,IMG_2938.jpeg,jpeg,78.2,1080,720,240,N,42.592350,E,116.367953,1362.7,2025:08:22,22:19:24,1755872364000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2939.jpeg,IMG_2939.jpeg,jpeg,79.0,1080,720,240,N,42.592328,E,116.368083,1375.9,2025:08:22,22:20:04,1755872404000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2940.jpeg,IMG_2940.jpeg,jpeg,79.8,1080,720,240,N,42.592420,E,116.368020,1363,2025:08:22,22:20:44,1755872444000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2941.jpeg,IMG_2941.jpeg,jpeg,81.7,1080,720,240,N,42.592393,E,116.368060,1365.8,2025:08:22,22:21:24,1755872484000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2942.jpeg,IMG_2942.jpeg,jpeg,85.4,1080,720,240,N,42.592377,E,116.368042,1371.6,2025:08:22,22:22:04,1755872524000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2943.jpeg,IMG_2943.jpeg,jpeg,88.5,1080,720,240,N,42.592347,E,116.368050,1358.8,2025:08:22,22:22:44,1755872564000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2944.jpeg,IMG_2944.jpeg,jpeg,91.6,1080,720,240,N,42.592452,E,116.367997,1375.6,2025:08:22,22:23:24,1755872604000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2945.jpeg,IMG_2945.jpeg,jpeg,93.3,1080,720,240,N,42.592432,E,116.367902,1365.5,2025:08:22,22:24:04,1755872644000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2946.jpeg,IMG_2946.jpeg,jpeg,93.2,1080,720,240,N,42.592423,E,116.368010,1370,2025:08:22,22:24:44,1755872684000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2947.jpeg,IMG_2947.jpeg,jpeg,92.4,1080,720,240,N,42.592408,E,116.368000,1378.7,2025:08:22,22:25:24,1755872724000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2948.jpeg,IMG_2948.jpeg,jpeg,92.2,1080,720,240,N,42.592307,E,116.368102,1363.1,2025:08:22,22:26:04,1755872764000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2949.jpeg,IMG_2949.jpeg,jpeg,91.8,1080,720,240,N,42.592378,E,116.368048,1387.5,2025:08:22,22:26:44,1755872804000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2950.jpeg,IMG_2950.jpeg,jpeg,90.9,1080,720,240,N,42.592275,E,116.368132,1376.4,2025:08:22,22:27:24,1755872844000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
/202508neimeng/星空-沙地/north-point/raw/修图-timer/IMG_2951.jpeg,IMG_2951.jpeg,jpeg,90.4,1080,720,240,N,42.592318,E,116.368015,1379.6,2025:08:22,22:28:04,1755872884000,Canon EOS 6D Mark II,2.8,13,10000,,16,5,内蒙古自治区,锡林郭勒盟,正蓝旗,,
